Vehicle_ID,EV_Brand,Model,Vehicle_Type,Battery_Capacity_kWh,Manufacturing_Year,Customer_ID
V01752,Mahindra,XUV400,SUV,39.0,2023,CU01752
V01753,Ather,450X,Scooter,4.0,2023,CU01753
V01754,Hyundai,Ioniq 5,SUV,72.0,2023,CU01754
V01755,Tata,Punch EV,Car,35.0,2025,CU01755
V01756,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01756
V01757,MG,Comet EV,Car,17.0,2022,CU01757
V01758,Olectra,City Bus,Bus,300.0,2024,CU01758
V01759,Ather,Rizta,Scooter,3.7,2025,CU01759
V01760,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01760
V01761,Olectra,City Bus,Bus,300.0,2024,CU01761
V01762,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01762
V01763,Kia,EV9,SUV,99.0,2022,CU01763
V01764,Bajaj,Chetak,Scooter,3.2,2025,CU01764
V01765,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01765
V01766,Olectra,City Bus,Bus,300.0,2024,CU01766
V01767,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01767
V01768,TVS,iQube,Scooter,3.4,2024,CU01768
V01769,BYD,Seal,Sedan,82.0,2022,CU01769
V01770,Hyundai,Ioniq 5,SUV,72.0,2024,CU01770
V01771,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01771
V01772,Tata,Curvv EV,SUV,55.0,2023,CU01772
V01773,Ather,450X,Scooter,4.0,2024,CU01773
V01774,MG,ZS EV,SUV,50.0,2022,CU01774
V01775,Kia,EV9,SUV,99.0,2023,CU01775
V01776,Hyundai,Kona Electric,SUV,39.0,2025,CU01776
V01777,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01777
V01778,Mahindra,BE 6,SUV,59.0,2025,CU01778
V01779,Bajaj,Chetak,Scooter,3.2,2023,CU01779
V01780,Bajaj,Chetak,Scooter,3.2,2023,CU01780
V01781,Olectra,City Bus,Bus,300.0,2025,CU01781
V01782,Mahindra,BE 6,SUV,59.0,2023,CU01782
V01783,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01783
V01784,Mahindra,XUV400,SUV,39.0,2023,CU01784
V01785,Ather,Rizta,Scooter,3.7,2023,CU01785
V01786,Mahindra,BE 6,SUV,59.0,2022,CU01786
V01787,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01787
V01788,Hyundai,Kona Electric,SUV,39.0,2023,CU01788
V01789,Tata,Punch EV,Car,35.0,2024,CU01789
V01790,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01790
V01791,MG,ZS EV,SUV,50.0,2024,CU01791
V01792,Mahindra,BE 6,SUV,59.0,2024,CU01792
V01793,Hyundai,Ioniq 5,SUV,72.0,2023,CU01793
V01794,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01794
V01795,Kia,EV6,SUV,77.0,2025,CU01795
V01796,TVS,iQube,Scooter,3.4,2022,CU01796
V01797,Hyundai,Ioniq 5,SUV,72.0,2023,CU01797
V01798,Mahindra,BE 6,SUV,59.0,2022,CU01798
V01799,Ather,Rizta,Scooter,3.7,2025,CU01799
V01800,TVS,iQube,Scooter,3.4,2024,CU01800
V01801,Bajaj,Chetak,Scooter,3.2,2024,CU01801
V01802,Olectra,City Bus,Bus,300.0,2022,CU01802
V01803,MG,ZS EV,SUV,50.0,2023,CU01803
V01804,Bajaj,Chetak,Scooter,3.2,2023,CU01804
V01805,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01805
V01806,Hyundai,Ioniq 5,SUV,72.0,2023,CU01806
V01807,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01807
V01808,Hyundai,Ioniq 5,SUV,72.0,2024,CU01808
V01809,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01809
V01810,Bajaj,Chetak,Scooter,3.2,2024,CU01810
V01811,Bajaj,Chetak,Scooter,3.2,2025,CU01811
V01812,Ather,Rizta,Scooter,3.7,2024,CU01812
V01813,Ola Electric,S1 Air,Scooter,3.0,2022,CU01813
V01814,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01814
V01815,Ather,450X,Scooter,4.0,2024,CU01815
V01816,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01816
V01817,MG,Windsor EV,Car,38.0,2025,CU01817
V01818,Kia,EV6,SUV,77.0,2025,CU01818
V01819,TVS,iQube,Scooter,3.4,2022,CU01819
V01820,Kia,EV6,SUV,77.0,2023,CU01820
V01821,TVS,iQube,Scooter,3.4,2022,CU01821
V01822,Kia,EV9,SUV,99.0,2024,CU01822
V01823,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01823
V01824,TVS,iQube,Scooter,3.4,2022,CU01824
V01825,Tata,Tiago EV,Car,24.0,2023,CU01825
V01826,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01826
V01827,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01827
V01828,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01828
V01829,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01829
V01830,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01830
V01831,Olectra,City Bus,Bus,300.0,2024,CU01831
V01832,Tata,Tiago EV,Car,24.0,2022,CU01832
V01833,TVS,iQube,Scooter,3.4,2022,CU01833
V01834,Olectra,City Bus,Bus,300.0,2023,CU01834
V01835,Hyundai,Ioniq 5,SUV,72.0,2024,CU01835
V01836,Mahindra,XEV 9e,SUV,79.0,2024,CU01836
V01837,Bajaj,Chetak,Scooter,3.2,2022,CU01837
V01838,Bajaj,Chetak,Scooter,3.2,2024,CU01838
V01839,MG,Windsor EV,Car,38.0,2024,CU01839
V01840,TVS,iQube,Scooter,3.4,2024,CU01840
V01841,Mahindra,XUV400,SUV,39.0,2025,CU01841
V01842,Olectra,City Bus,Bus,300.0,2023,CU01842
V01843,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01843
V01844,TVS,iQube,Scooter,3.4,2024,CU01844
V01845,Hyundai,Ioniq 5,SUV,72.0,2022,CU01845
V01846,Hyundai,Kona Electric,SUV,39.0,2022,CU01846
V01847,Ather,450X,Scooter,4.0,2024,CU01847
V01848,Olectra,City Bus,Bus,300.0,2024,CU01848
V01849,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01849
V01850,Hyundai,Ioniq 5,SUV,72.0,2022,CU01850
V01851,Mahindra,BE 6,SUV,59.0,2023,CU01851
V01852,Ola Electric,S1 Air,Scooter,3.0,2025,CU01852
V01853,Tata,Nexon EV,Car,40.0,2025,CU01853
V01854,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01854
V01855,Mahindra,XEV 9e,SUV,79.0,2022,CU01855
V01856,MG,Windsor EV,Car,38.0,2025,CU01856
V01857,Olectra,City Bus,Bus,300.0,2024,CU01857
V01858,Tata,Tiago EV,Car,24.0,2024,CU01858
V01859,Ather,Rizta,Scooter,3.7,2024,CU01859
V01860,BYD,Seal,Sedan,82.0,2025,CU01860
V01861,Hyundai,Kona Electric,SUV,39.0,2023,CU01861
V01862,BYD,Atto 3,SUV,60.0,2023,CU01862
V01863,Hyundai,Kona Electric,SUV,39.0,2023,CU01863
V01864,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01864
V01865,BYD,eMAX 7,MPV,71.0,2024,CU01865
V01866,Ola Electric,S1 Air,Scooter,3.0,2024,CU01866
V01867,Bajaj,Chetak,Scooter,3.2,2024,CU01867
V01868,Hyundai,Kona Electric,SUV,39.0,2024,CU01868
V01869,TVS,iQube,Scooter,3.4,2022,CU01869
V01870,Bajaj,Chetak,Scooter,3.2,2024,CU01870
V01871,TVS,iQube,Scooter,3.4,2023,CU01871
V01872,Ola Electric,S1 Pro,Scooter,4.0,2023,CU01872
V01873,Tata,Nexon EV,Car,40.0,2023,CU01873
V01874,Tata,Punch EV,Car,35.0,2022,CU01874
V01875,TVS,iQube,Scooter,3.4,2023,CU01875
V01876,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01876
V01877,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01877
V01878,Bajaj,Chetak,Scooter,3.2,2024,CU01878
V01879,Olectra,City Bus,Bus,300.0,2023,CU01879
V01880,JBM,ECOLIFE Bus,Bus,300.0,2022,CU01880
V01881,TVS,iQube,Scooter,3.4,2024,CU01881
V01882,TVS,iQube,Scooter,3.4,2022,CU01882
V01883,Bajaj,Chetak,Scooter,3.2,2024,CU01883
V01884,Hyundai,Ioniq 5,SUV,72.0,2023,CU01884
V01885,TVS,iQube,Scooter,3.4,2023,CU01885
V01886,Kia,EV6,SUV,77.0,2022,CU01886
V01887,Olectra,City Bus,Bus,300.0,2023,CU01887
V01888,TVS,iQube,Scooter,3.4,2023,CU01888
V01889,Ola Electric,S1 Air,Scooter,3.0,2023,CU01889
V01890,Mahindra,XUV400,SUV,39.0,2025,CU01890
V01891,Ola Electric,S1 Air,Scooter,3.0,2024,CU01891
V01892,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01892
V01893,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01893
V01894,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01894
V01895,Kia,EV9,SUV,99.0,2024,CU01895
V01896,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01896
V01897,Tata,Punch EV,Car,35.0,2022,CU01897
V01898,Tata,Punch EV,Car,35.0,2025,CU01898
V01899,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01899
V01900,Tata,Tiago EV,Car,24.0,2023,CU01900
V01901,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01901
V01902,BYD,Atto 3,SUV,60.0,2023,CU01902
V01903,BYD,Seal,Sedan,82.0,2025,CU01903
V01904,Bajaj,Chetak,Scooter,3.2,2024,CU01904
V01905,MG,ZS EV,SUV,50.0,2023,CU01905
V01906,Mahindra,XEV 9e,SUV,79.0,2022,CU01906
V01907,TVS,iQube,Scooter,3.4,2025,CU01907
V01908,Ather,450X,Scooter,4.0,2024,CU01908
V01909,Tata,Curvv EV,SUV,55.0,2025,CU01909
V01910,Olectra,City Bus,Bus,300.0,2024,CU01910
V01911,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01911
V01912,Mahindra,XUV400,SUV,39.0,2025,CU01912
V01913,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01913
V01914,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01914
V01915,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01915
V01916,BYD,eMAX 7,MPV,71.0,2024,CU01916
V01917,Kia,EV9,SUV,99.0,2023,CU01917
V01918,Hyundai,Ioniq 5,SUV,72.0,2025,CU01918
V01919,Ola Electric,S1 Air,Scooter,3.0,2022,CU01919
V01920,Tata,Punch EV,Car,35.0,2025,CU01920
V01921,Bajaj,Chetak,Scooter,3.2,2025,CU01921
V01922,BYD,Seal,Sedan,82.0,2024,CU01922
V01923,TVS,iQube,Scooter,3.4,2025,CU01923
V01924,Olectra,City Bus,Bus,300.0,2022,CU01924
V01925,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01925
V01926,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01926
V01927,MG,Comet EV,Car,17.0,2022,CU01927
V01928,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU01928
V01929,Olectra,City Bus,Bus,300.0,2024,CU01929
V01930,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01930
V01931,Hyundai,Ioniq 5,SUV,72.0,2022,CU01931
V01932,Mahindra,XEV 9e,SUV,79.0,2023,CU01932
V01933,Hyundai,Kona Electric,SUV,39.0,2023,CU01933
V01934,Mahindra,XEV 9e,SUV,79.0,2022,CU01934
V01935,Kia,EV9,SUV,99.0,2023,CU01935
V01936,Bajaj,Chetak,Scooter,3.2,2023,CU01936
V01937,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01937
V01938,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01938
V01939,Ola Electric,S1 Pro,Scooter,4.0,2024,CU01939
V01940,Ather,Rizta,Scooter,3.7,2022,CU01940
V01941,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01941
V01942,Hyundai,Kona Electric,SUV,39.0,2025,CU01942
V01943,Bajaj,Chetak,Scooter,3.2,2024,CU01943
V01944,Hyundai,Ioniq 5,SUV,72.0,2025,CU01944
V01945,BYD,Atto 3,SUV,60.0,2023,CU01945
V01946,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01946
V01947,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU01947
V01948,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01948
V01949,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01949
V01950,Hyundai,Kona Electric,SUV,39.0,2023,CU01950
V01951,Tata,Curvv EV,SUV,55.0,2022,CU01951
V01952,TVS,iQube,Scooter,3.4,2023,CU01952
V01953,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01953
V01954,Kia,EV9,SUV,99.0,2024,CU01954
V01955,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01955
V01956,Ola Electric,S1 Air,Scooter,3.0,2025,CU01956
V01957,Ather,Rizta,Scooter,3.7,2023,CU01957
V01958,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU01958
V01959,Mahindra,BE 6,SUV,59.0,2022,CU01959
V01960,Ather,450X,Scooter,4.0,2024,CU01960
V01961,Olectra,City Bus,Bus,300.0,2025,CU01961
V01962,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01962
V01963,Ola Electric,S1 Air,Scooter,3.0,2022,CU01963
V01964,Hyundai,Ioniq 5,SUV,72.0,2023,CU01964
V01965,Mahindra,XUV400,SUV,39.0,2022,CU01965
V01966,MG,Comet EV,Car,17.0,2024,CU01966
V01967,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01967
V01968,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU01968
V01969,Olectra,City Bus,Bus,300.0,2022,CU01969
V01970,BYD,Atto 3,SUV,60.0,2024,CU01970
V01971,Ather,Rizta,Scooter,3.7,2025,CU01971
V01972,Mahindra,BE 6,SUV,59.0,2023,CU01972
V01973,Mahindra,BE 6,SUV,59.0,2022,CU01973
V01974,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU01974
V01975,Olectra,City Bus,Bus,300.0,2022,CU01975
V01976,Hyundai,Kona Electric,SUV,39.0,2025,CU01976
V01977,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01977
V01978,Kia,EV6,SUV,77.0,2023,CU01978
V01979,BYD,Atto 3,SUV,60.0,2022,CU01979
V01980,Mahindra,XUV400,SUV,39.0,2025,CU01980
V01981,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01981
V01982,Mahindra,XEV 9e,SUV,79.0,2024,CU01982
V01983,JBM,ECOLIFE Bus,Bus,300.0,2023,CU01983
V01984,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01984
V01985,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01985
V01986,BYD,Atto 3,SUV,60.0,2024,CU01986
V01987,TVS,iQube,Scooter,3.4,2023,CU01987
V01988,Ola Electric,S1 Pro,Scooter,4.0,2025,CU01988
V01989,TVS,iQube,Scooter,3.4,2023,CU01989
V01990,TVS,iQube,Scooter,3.4,2024,CU01990
V01991,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU01991
V01992,Ola Electric,S1 Pro,Scooter,4.0,2022,CU01992
V01993,JBM,ECOLIFE Bus,Bus,300.0,2025,CU01993
V01994,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU01994
V01995,Bajaj,Chetak,Scooter,3.2,2023,CU01995
V01996,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU01996
V01997,Olectra,City Bus,Bus,300.0,2023,CU01997
V01998,Ola Electric,S1 Air,Scooter,3.0,2023,CU01998
V01999,JBM,ECOLIFE Bus,Bus,300.0,2024,CU01999
V02000,Olectra,City Bus,Bus,300.0,2023,CU02000
V02001,BYD,Seal,Sedan,82.0,2025,CU02001
V02002,Ola Electric,S1 Air,Scooter,3.0,2025,CU02002
V02003,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02003
V02004,Kia,EV6,SUV,77.0,2025,CU02004
V02005,Bajaj,Chetak,Scooter,3.2,2022,CU02005
V02006,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02006
V02007,Kia,EV6,SUV,77.0,2024,CU02007
V02008,Ather,450X,Scooter,4.0,2022,CU02008
V02009,Bajaj,Chetak,Scooter,3.2,2022,CU02009
V02010,Olectra,City Bus,Bus,300.0,2025,CU02010
V02011,Ather,Rizta,Scooter,3.7,2022,CU02011
V02012,Kia,EV6,SUV,77.0,2023,CU02012
V02013,MG,Windsor EV,Car,38.0,2024,CU02013
V02014,TVS,iQube,Scooter,3.4,2025,CU02014
V02015,Tata,Curvv EV,SUV,55.0,2024,CU02015
V02016,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02016
V02017,Kia,EV6,SUV,77.0,2024,CU02017
V02018,Tata,Nexon EV,Car,40.0,2025,CU02018
V02019,MG,Comet EV,Car,17.0,2022,CU02019
V02020,Olectra,City Bus,Bus,300.0,2022,CU02020
V02021,Mahindra,XEV 9e,SUV,79.0,2023,CU02021
V02022,Tata,Punch EV,Car,35.0,2025,CU02022
V02023,Olectra,City Bus,Bus,300.0,2025,CU02023
V02024,Bajaj,Chetak,Scooter,3.2,2025,CU02024
V02025,Ather,Rizta,Scooter,3.7,2022,CU02025
V02026,Hyundai,Ioniq 5,SUV,72.0,2024,CU02026
V02027,MG,ZS EV,SUV,50.0,2025,CU02027
V02028,Kia,EV6,SUV,77.0,2025,CU02028
V02029,Kia,EV6,SUV,77.0,2024,CU02029
V02030,Bajaj,Chetak,Scooter,3.2,2024,CU02030
V02031,BYD,Seal,Sedan,82.0,2024,CU02031
V02032,Olectra,City Bus,Bus,300.0,2023,CU02032
V02033,Bajaj,Chetak,Scooter,3.2,2023,CU02033
V02034,Olectra,City Bus,Bus,300.0,2024,CU02034
V02035,MG,Comet EV,Car,17.0,2022,CU02035
V02036,BYD,Seal,Sedan,82.0,2025,CU02036
V02037,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02037
V02038,TVS,iQube,Scooter,3.4,2025,CU02038
V02039,Olectra,City Bus,Bus,300.0,2025,CU02039
V02040,Mahindra,XEV 9e,SUV,79.0,2025,CU02040
V02041,Olectra,City Bus,Bus,300.0,2023,CU02041
V02042,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02042
V02043,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02043
V02044,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02044
V02045,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02045
V02046,Ather,450X,Scooter,4.0,2024,CU02046
V02047,Olectra,City Bus,Bus,300.0,2025,CU02047
V02048,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02048
V02049,MG,Windsor EV,Car,38.0,2022,CU02049
V02050,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02050
V02051,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02051
V02052,Olectra,City Bus,Bus,300.0,2022,CU02052
V02053,Ather,450X,Scooter,4.0,2024,CU02053
V02054,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02054
V02055,BYD,Seal,Sedan,82.0,2022,CU02055
V02056,Olectra,City Bus,Bus,300.0,2022,CU02056
V02057,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02057
V02058,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02058
V02059,Tata,Nexon EV,Car,40.0,2025,CU02059
V02060,Ather,450X,Scooter,4.0,2023,CU02060
V02061,Olectra,City Bus,Bus,300.0,2022,CU02061
V02062,Kia,EV6,SUV,77.0,2023,CU02062
V02063,BYD,eMAX 7,MPV,71.0,2023,CU02063
V02064,Mahindra,XEV 9e,SUV,79.0,2023,CU02064
V02065,MG,Comet EV,Car,17.0,2025,CU02065
V02066,Tata,Tiago EV,Car,24.0,2023,CU02066
V02067,BYD,eMAX 7,MPV,71.0,2025,CU02067
V02068,Hyundai,Ioniq 5,SUV,72.0,2025,CU02068
V02069,Tata,Curvv EV,SUV,55.0,2022,CU02069
V02070,TVS,iQube,Scooter,3.4,2023,CU02070
V02071,Bajaj,Chetak,Scooter,3.2,2023,CU02071
V02072,MG,Comet EV,Car,17.0,2022,CU02072
V02073,Ather,Rizta,Scooter,3.7,2023,CU02073
V02074,BYD,Seal,Sedan,82.0,2024,CU02074
V02075,Tata,Tiago EV,Car,24.0,2024,CU02075
V02076,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02076
V02077,Hyundai,Kona Electric,SUV,39.0,2023,CU02077
V02078,BYD,Atto 3,SUV,60.0,2023,CU02078
V02079,Bajaj,Chetak,Scooter,3.2,2024,CU02079
V02080,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02080
V02081,Mahindra,XUV400,SUV,39.0,2024,CU02081
V02082,Tata,Curvv EV,SUV,55.0,2023,CU02082
V02083,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02083
V02084,Bajaj,Chetak,Scooter,3.2,2022,CU02084
V02085,Ola Electric,S1 Air,Scooter,3.0,2023,CU02085
V02086,Ather,Rizta,Scooter,3.7,2023,CU02086
V02087,Tata,Punch EV,Car,35.0,2025,CU02087
V02088,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02088
V02089,Bajaj,Chetak,Scooter,3.2,2022,CU02089
V02090,Kia,EV6,SUV,77.0,2024,CU02090
V02091,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02091
V02092,Olectra,City Bus,Bus,300.0,2024,CU02092
V02093,Olectra,City Bus,Bus,300.0,2025,CU02093
V02094,Hyundai,Kona Electric,SUV,39.0,2024,CU02094
V02095,TVS,iQube,Scooter,3.4,2025,CU02095
V02096,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02096
V02097,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02097
V02098,Mahindra,BE 6,SUV,59.0,2023,CU02098
V02099,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02099
V02100,Hyundai,Kona Electric,SUV,39.0,2025,CU02100
V02101,Hyundai,Ioniq 5,SUV,72.0,2025,CU02101
V02102,Tata,Punch EV,Car,35.0,2023,CU02102
V02103,Olectra,City Bus,Bus,300.0,2024,CU02103
V02104,Kia,EV9,SUV,99.0,2022,CU02104
V02105,MG,Comet EV,Car,17.0,2022,CU02105
V02106,BYD,Seal,Sedan,82.0,2023,CU02106
V02107,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02107
V02108,MG,ZS EV,SUV,50.0,2025,CU02108
V02109,Mahindra,BE 6,SUV,59.0,2022,CU02109
V02110,Mahindra,XUV400,SUV,39.0,2022,CU02110
V02111,MG,ZS EV,SUV,50.0,2022,CU02111
V02112,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02112
V02113,Ather,Rizta,Scooter,3.7,2025,CU02113
V02114,Mahindra,XUV400,SUV,39.0,2023,CU02114
V02115,Tata,Tiago EV,Car,24.0,2022,CU02115
V02116,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02116
V02117,Hyundai,Ioniq 5,SUV,72.0,2023,CU02117
V02118,Ola Electric,S1 Air,Scooter,3.0,2023,CU02118
V02119,Ather,450X,Scooter,4.0,2024,CU02119
V02120,Olectra,City Bus,Bus,300.0,2023,CU02120
V02121,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02121
V02122,Tata,Tiago EV,Car,24.0,2022,CU02122
V02123,Hyundai,Kona Electric,SUV,39.0,2025,CU02123
V02124,Olectra,City Bus,Bus,300.0,2023,CU02124
V02125,TVS,iQube,Scooter,3.4,2025,CU02125
V02126,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02126
V02127,Tata,Tiago EV,Car,24.0,2022,CU02127
V02128,MG,Windsor EV,Car,38.0,2022,CU02128
V02129,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02129
V02130,Kia,EV9,SUV,99.0,2024,CU02130
V02131,Bajaj,Chetak,Scooter,3.2,2023,CU02131
V02132,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02132
V02133,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02133
V02134,Ather,Rizta,Scooter,3.7,2025,CU02134
V02135,Mahindra,XUV400,SUV,39.0,2023,CU02135
V02136,Hyundai,Ioniq 5,SUV,72.0,2024,CU02136
V02137,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02137
V02138,Tata,Tiago EV,Car,24.0,2022,CU02138
V02139,TVS,iQube,Scooter,3.4,2024,CU02139
V02140,Olectra,City Bus,Bus,300.0,2023,CU02140
V02141,Tata,Curvv EV,SUV,55.0,2024,CU02141
V02142,Bajaj,Chetak,Scooter,3.2,2024,CU02142
V02143,BYD,Atto 3,SUV,60.0,2022,CU02143
V02144,BYD,Atto 3,SUV,60.0,2022,CU02144
V02145,Tata,Curvv EV,SUV,55.0,2024,CU02145
V02146,Tata,Curvv EV,SUV,55.0,2023,CU02146
V02147,Bajaj,Chetak,Scooter,3.2,2023,CU02147
V02148,MG,Windsor EV,Car,38.0,2023,CU02148
V02149,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02149
V02150,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02150
V02151,MG,ZS EV,SUV,50.0,2023,CU02151
V02152,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02152
V02153,Ather,Rizta,Scooter,3.7,2023,CU02153
V02154,Kia,EV6,SUV,77.0,2024,CU02154
V02155,MG,Comet EV,Car,17.0,2023,CU02155
V02156,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02156
V02157,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02157
V02158,BYD,Atto 3,SUV,60.0,2023,CU02158
V02159,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02159
V02160,Olectra,City Bus,Bus,300.0,2024,CU02160
V02161,Tata,Nexon EV,Car,40.0,2024,CU02161
V02162,Kia,EV9,SUV,99.0,2023,CU02162
V02163,TVS,iQube,Scooter,3.4,2024,CU02163
V02164,Olectra,City Bus,Bus,300.0,2022,CU02164
V02165,Kia,EV6,SUV,77.0,2024,CU02165
V02166,Bajaj,Chetak,Scooter,3.2,2025,CU02166
V02167,Hyundai,Kona Electric,SUV,39.0,2023,CU02167
V02168,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02168
V02169,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02169
V02170,Ather,450X,Scooter,4.0,2023,CU02170
V02171,Ola Electric,S1 Air,Scooter,3.0,2023,CU02171
V02172,Kia,EV6,SUV,77.0,2024,CU02172
V02173,Ola Electric,S1 Air,Scooter,3.0,2025,CU02173
V02174,BYD,eMAX 7,MPV,71.0,2024,CU02174
V02175,TVS,iQube,Scooter,3.4,2024,CU02175
V02176,Kia,EV6,SUV,77.0,2025,CU02176
V02177,Hyundai,Ioniq 5,SUV,72.0,2025,CU02177
V02178,BYD,Seal,Sedan,82.0,2023,CU02178
V02179,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02179
V02180,BYD,eMAX 7,MPV,71.0,2024,CU02180
V02181,MG,Comet EV,Car,17.0,2022,CU02181
V02182,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02182
V02183,Bajaj,Chetak,Scooter,3.2,2022,CU02183
V02184,Bajaj,Chetak,Scooter,3.2,2022,CU02184
V02185,Tata,Tiago EV,Car,24.0,2022,CU02185
V02186,Ola Electric,S1 Air,Scooter,3.0,2025,CU02186
V02187,Ola Electric,S1 Pro,Scooter,4.0,2022,CU02187
V02188,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02188
